ID_Mt4,chromosome_file,position_start
22923,Medtr4g076140,4,29138995
22924,Medtr4g076150,4,29142393
22925,Medtr4g076160,4,29146987
22926,Medtr4g076170,4,29151104
22927,Medtr4g076180,4,29158251
22928,Medtr4g076370,4,29173906
22929,Medtr4g076200,4,29176213
22930,Medtr4g076210,4,29181926
22931,Medtr4g076230,4,29193347
22932,Medtr4g076240,4,29201226
22933,Medtr4g076255,4,29217666
22934,Medtr4g076265,4,29219556
22935,Medtr4g076430,4,29224498
22936,Medtr4g076440,4,29228522
22937,Medtr4g076450,4,29233835
22938,Medtr4g076470,4,29237788
22939,Medtr4g076490,4,29244873
22940,Medtr4g076500,4,29253004
22941,Medtr4g076520,4,29259741
22942,Medtr4g076525,4,29267841
22943,Medtr4g076530,4,29269379
22944,Medtr4g076540,4,29271058
22945,Medtr4g076560,4,29279043
22946,Medtr4g076570,4,29287150
22947,Medtr4g076590,4,29292097
22948,Medtr4g076600,4,29299820
22949,Medtr4g076610,4,29303440
22950,Medtr4g076620,4,29307835
22951,Medtr4g076630,4,29311064
22952,Medtr4g076640,4,29313688
22953,Medtr4g076650,4,29316410
22954,Medtr4g076660,4,29318613
22955,Medtr4g076670,4,29320532
22956,Medtr4g076700,4,29339498
22957,Medtr4g076710,4,29342770
22958,Medtr4g076720,4,29352606
22959,Medtr4g076750,4,29356786
22960,Medtr4g076760,4,29359284
22961,Medtr4g076810,4,29372904
22962,Medtr4g076830,4,29379979
22963,Medtr4g076850,4,29387451
22964,Medtr4g076870,4,29406690
22965,Medtr4g076880,4,29415805
22966,Medtr4g076900,4,29426047
22967,Medtr4g076920,4,29443159
22968,Medtr4g076940,4,29461008
22969,Medtr4g076960,4,29474127
22970,Medtr4g076970,4,29476417
22971,Medtr4g076980,4,29483705
22972,Medtr4g076990,4,29492658
22973,Medtr4g077000,4,29500379
22974,Medtr4g077030,4,29511675
22975,Medtr4g077040,4,29514348
22976,Medtr4g077070,4,29529469
22977,Medtr4g077100,4,29548549
22978,Medtr4g077130,4,29554530
22979,Medtr4g077140,4,29557900
22980,Medtr4g077150,4,29559105
22981,Medtr4g077160,4,29560981
22982,Medtr4g077180,4,29568981
22983,Medtr4g077190,4,29570101
22984,Medtr4g077210,4,29582833
22985,Medtr4g077230,4,29589175
22986,Medtr4g077240,4,29591414
22987,Medtr4g077250,4,29600281
22988,Medtr4g077270,4,29604062
22989,Medtr4g077280,4,29604676
22990,Medtr4g077290,4,29610812
22991,Medtr4g077300,4,29612579
22992,Medtr4g077310,4,29617044
22993,Medtr4g077320,4,29619923
22994,Medtr4g077330,4,29624772
22995,Medtr4g077370,4,29630577
22996,Medtr4g077420,4,29647156
22997,Medtr4g077430,4,29647572
22998,Medtr4g077440,4,29647964
22999,Medtr4g077450,4,29648356
23000,Medtr4g077460,4,29648815
23001,Medtr4g077470,4,29651682
23002,Medtr4g077475,4,29653460
23003,Medtr4g077490,4,29656926
23004,Medtr4g077510,4,29666675
23005,Medtr4g077520,4,29676404
23006,Medtr4g077550,4,29681931
23007,Medtr4g077570,4,29691019
23008,Medtr4g077580,4,29696026
23009,Medtr4g077590,4,29702473
23010,Medtr4g077600,4,29707874
23011,Medtr4g077605,4,29709661
23012,Medtr4g077610,4,29714243
23013,Medtr4g077620,4,29719096
23014,Medtr4g077630,4,29723489
23015,Medtr4g077640,4,29725576
23016,Medtr4g077650,4,29731592
23017,Medtr4g077660,4,29739549
23018,Medtr4g077700,4,29762938
23019,Medtr4g077800,4,29778294
23020,Medtr4g077703,4,29787267
23021,Medtr4g077707,4,29793211
23022,Medtr4g077713,4,29793873
23023,Medtr4g077717,4,29796406
23024,Medtr4g077720,4,29797718
23025,Medtr4g077730,4,29800130
23026,Medtr4g077740,4,29800705
23027,Medtr4g077760,4,29811772
23028,Medtr4g077763,4,29820962
23029,Medtr4g077767,4,29822566
23030,Medtr4g077773,4,29825834
23031,Medtr4g077777,4,29830703
23032,Medtr4g077783,4,29835238
23033,Medtr4g077787,4,29848869
23034,Medtr4g077797,4,29865108
23035,Medtr4g077803,4,29870682
23036,Medtr4g077807,4,29877037
23037,Medtr4g077880,4,29900220
23038,Medtr4g077900,4,29911362
23039,Medtr4g077910,4,29916329
23040,Medtr4g077920,4,29926786
23041,Medtr4g077930,4,29933331
23042,Medtr4g077940,4,29940108
23043,Medtr4g077947,4,29947206
23044,Medtr4g077950,4,29948395
23045,Medtr4g077960,4,29953681
23046,Medtr4g077970,4,29956552
23047,Medtr4g078090,4,29966965
23048,Medtr4g078000,4,29967831
23049,Medtr4g078110,4,29972262
23050,Medtr4g078120,4,29980929
23051,Medtr4g478130,4,29986506
23052,Medtr4g478140,4,29990964
23053,Medtr4g478150,4,29999231
23054,Medtr4g478180,4,30006885
23055,Medtr4g478190,4,30012379
23056,Medtr4g478210,4,30023913
23057,Medtr4g478220,4,30028358
23058,Medtr4g478250,4,30042795
23059,Medtr4g478260,4,30044901
23060,Medtr4g478270,4,30053674
23061,Medtr4g478280,4,30056647
23062,Medtr4g078130,4,30065254
23063,Medtr4g078140,4,30071874
23064,Medtr4g078150,4,30078794
23065,Medtr4g078160,4,30084718
23066,Medtr4g078170,4,30092589
23067,Medtr4g078180,4,30100282
23068,Medtr4g078190,4,30102165
23069,Medtr4g078200,4,30104328
23070,Medtr4g078220,4,30117318
23071,Medtr4g078230,4,30126565
23072,Medtr4g078240,4,30135231
23073,Medtr4g078250,4,30139736
23074,Medtr4g078260,4,30141099
23075,Medtr4g078290,4,30155456
23076,Medtr4g078300,4,30161319
23077,Medtr4g078310,4,30173251
23078,Medtr4g078330,4,30179144
23079,Medtr4g078350,4,30195137
23080,Medtr4g078355,4,30202277
23081,Medtr4g078370,4,30203784
23082,Medtr4g078390,4,30219575
23083,Medtr4g078600,4,30225178
23084,Medtr4g078510,4,30239759
23085,Medtr4g078407,4,30255493
23086,Medtr4g078413,4,30259327
23087,Medtr4g078450,4,30266668
23088,Medtr4g078417,4,30268191
23089,Medtr4g078440,4,30280406
23090,Medtr4g078460,4,30287232
23091,Medtr4g078480,4,30302072
23092,Medtr4g078485,4,30308738
23093,Medtr4g078410,4,30314687
23094,Medtr4g078495,4,30318621
23095,Medtr4g078505,4,30325705
23096,Medtr4g078525,4,30333736
23097,Medtr4g078535,4,30340782
23098,Medtr4g078545,4,30344743
23099,Medtr4g078555,4,30349280
23100,Medtr4g078565,4,30359735
23101,Medtr4g078630,4,30370248
23102,Medtr4g078640,4,30372127
23103,Medtr4g078660,4,30385266
23104,Medtr4g078683,4,30394830
23105,Medtr4g078690,4,30401131
23106,Medtr4g078710,4,30411899
23107,Medtr4g078730,4,30428531
23108,Medtr4g078740,4,30430555
23109,Medtr4g078750,4,30433246
23110,Medtr4g078760,4,30435130
23111,Medtr4g078765,4,30437527
23112,Medtr4g078770,4,30438923
23113,Medtr4g078780,4,30442697
23114,Medtr4g078800,4,30457061
23115,Medtr4g078810,4,30463507
23116,Medtr4g078820,4,30469898
23117,Medtr4g078840,4,30476008
23118,Medtr4g078850,4,30479590
23119,Medtr4g078860,4,30483381
23120,Medtr4g078865,4,30500673
23121,Medtr4g078870,4,30502002
23122,Medtr4g078875,4,30504183
23123,Medtr4g078885,4,30509284
23124,Medtr4g078895,4,30511376
23125,Medtr4g079100,4,30531357
23126,Medtr4g079105,4,30538463
23127,Medtr4g079110,4,30540102
23128,Medtr4g079120,4,30544230
23129,Medtr4g079140,4,30550624
23130,Medtr4g079150,4,30565388
23131,Medtr4g079160,4,30569730
23132,Medtr4g079170,4,30572145
23133,Medtr4g079180,4,30576024
23134,Medtr4g079190,4,30578263
23135,Medtr4g079220,4,30586015
23136,Medtr4g079210,4,30585212
23137,Medtr4g079240,4,30589277
23138,Medtr4g079250,4,30593783
23139,Medtr4g079260,4,30600131
23140,Medtr4g079270,4,30611305
23141,Medtr4g079280,4,30613990
23142,Medtr4g079290,4,30615873
23143,Medtr4g079320,4,30630772
23144,Medtr4g079330,4,30641846
23145,Medtr4g079340,4,30645117
23146,Medtr4g079350,4,30646057
23147,Medtr4g079360,4,30656018
23148,Medtr4g079363,4,30665843
23149,Medtr4g079370,4,30672593
23150,Medtr4g079380,4,30680824
23151,Medtr4g079390,4,30684330
23152,Medtr4g079400,4,30699278
23153,Medtr4g079430,4,30708724
23154,Medtr4g079440,4,30712622
23155,Medtr4g079460,4,30717095
23156,Medtr4g079470,4,30719276
23157,Medtr4g079500,4,30729105
23158,Medtr4g079505,4,30733329
23159,Medtr4g079510,4,30735507
23160,Medtr4g079520,4,30739500
23161,Medtr4g079530,4,30741319
23162,Medtr4g079580,4,30767465
23163,Medtr4g079585,4,30773192
23164,Medtr4g079590,4,30774207
23165,Medtr4g079600,4,30780672
23166,Medtr4g079610,4,30793652
23167,Medtr4g079620,4,30796566
23168,Medtr4g079630,4,30800276
23169,Medtr4g079640,4,30806923
23170,Medtr4g079650,4,30810080
23171,Medtr4g079680,4,30831127
23172,Medtr4g079690,4,30832529
23173,Medtr4g079700,4,30834543
23174,Medtr4g079720,4,30849618
23175,Medtr4g079745,4,30863462
23176,Medtr4g079750,4,30869473
23177,Medtr4g079760,4,30875593
23178,Medtr4g079770,4,30880789
23179,Medtr4g079780,4,30882510
23180,Medtr4g079800,4,30891837
23181,Medtr4g079810,4,30894054
23182,Medtr4g079820,4,30895989
23183,Medtr4g079830,4,30897081
23184,Medtr4g079850,4,30900537
23185,Medtr4g079860,4,30905150
23186,Medtr4g079930,4,30941651
23187,Medtr4g079960,4,30957118
23188,Medtr4g079980,4,30962742
23189,Medtr4g080020,4,30974880
23190,Medtr4g080030,4,30978168
23191,Medtr4g080040,4,30996789
23192,Medtr4g080050,4,31005451
23193,Medtr4g080060,4,31016494
23194,Medtr4g080065,4,31023530
23195,Medtr4g080070,4,31026947
23196,Medtr4g080080,4,31031920
23197,Medtr4g080077,4,31033669
23198,Medtr4g080083,4,31036050
23199,Medtr4g080090,4,31042066
23200,Medtr4g080100,4,31045592
23201,Medtr4g080105,4,31050433
23202,Medtr4g080110,4,31052262
23203,Medtr4g080120,4,31058644
23204,Medtr4g080130,4,31065801
23205,Medtr4g080140,4,31071987
23206,Medtr4g080160,4,31083137
23207,Medtr4g080200,4,31103266
23208,Medtr4g080245,4,31117253
23209,Medtr4g080270,4,31133545
23210,Medtr4g080280,4,31134093
23211,Medtr4g080290,4,31137842
23212,Medtr4g080300,4,31139467
23213,Medtr4g080320,4,31147654
23214,Medtr4g080330,4,31156449
23215,Medtr4g080340,4,31166162
23216,Medtr4g080350,4,31169313
23217,Medtr4g080360,4,31176385
23218,Medtr4g080700,4,31185065
23219,Medtr4g080720,4,31189293
23220,Medtr4g080730,4,31193936
23221,Medtr4g080740,4,31196319
23222,Medtr4g080750,4,31200442
23223,Medtr4g080760,4,31204723
23224,Medtr4g080610,4,31210636
23225,Medtr4g080600,4,31213281
23226,Medtr4g080590,4,31216957
23227,Medtr4g080580,4,31221826
23228,Medtr4g080773,4,31236290
23229,Medtr4g080777,4,31243045
23230,Medtr4g080783,4,31249319
23231,Medtr4g080787,4,31252958
23232,Medtr4g080797,4,31259252
23233,Medtr4g080803,4,31264033
23234,Medtr4g080807,4,31267199
23235,Medtr4g080813,4,31274640
23236,Medtr4g081030,4,31277464
23237,Medtr4g081010,4,31286219
23238,Medtr4g081000,4,31290664
23239,Medtr4g080990,4,31294716
23240,Medtr4g080940,4,31301852
23241,Medtr4g080930,4,31303131
23242,Medtr4g080920,4,31305977
23243,Medtr4g080900,4,31316905
23244,Medtr4g080823,4,31315296
23245,Medtr4g080860,4,31323080
23246,Medtr4g080890,4,31330452
23247,Medtr4g081050,4,31338825
23248,Medtr4g080895,4,31350408
23249,Medtr4g080780,4,31366329
23250,Medtr4g080790,4,31375639
23251,Medtr4g080800,4,31384571
23252,Medtr4g081100,4,31394041
23253,Medtr4g081110,4,31396490
23254,Medtr4g081120,4,31402154
23255,Medtr4g081130,4,31406252
23256,Medtr4g081170,4,31425435
23257,Medtr4g081180,4,31431311
23258,Medtr4g081190,4,31437802
23259,Medtr4g081200,4,31443177
23260,Medtr4g081210,4,31446371
23261,Medtr4g081220,4,31456316
23262,Medtr4g081225,4,31471981
23263,Medtr4g081230,4,31476138
23264,Medtr4g081250,4,31482016
23265,Medtr4g081270,4,31488558
23266,Medtr4g081280,4,31496081
23267,Medtr4g081290,4,31501245
23268,Medtr4g081300,4,31506340
23269,Medtr4g081310,4,31517978
23270,Medtr4g081320,4,31521168
23271,Medtr4g081330,4,31524705
23272,Medtr4g081350,4,31532897
23273,Medtr4g081360,4,31536850
23274,Medtr4g081370,4,31537381
23275,Medtr4g081380,4,31542781
23276,Medtr4g081390,4,31546399
23277,Medtr4g081410,4,31561450
23278,Medtr4g081420,4,31572240
23279,Medtr4g081440,4,31579238
23280,Medtr4g081460,4,31602231
23281,Medtr4g081480,4,31609955
23282,Medtr4g081490,4,31611498
23283,Medtr4g081500,4,31613681
23284,Medtr4g081510,4,31620622
23285,Medtr4g081520,4,31625444
23286,Medtr4g081530,4,31637194
23287,Medtr4g081540,4,31641729
23288,Medtr4g081550,4,31649872
23289,Medtr4g081560,4,31654882
23290,Medtr4g081570,4,31662008
23291,Medtr4g081600,4,31668138
23292,Medtr4g081810,4,31682464
23293,Medtr4g081610,4,31685192
23294,Medtr4g081620,4,31691492
23295,Medtr4g081780,4,31693010
23296,Medtr4g081640,4,31694243
23297,Medtr4g081650,4,31699793
23298,Medtr4g081655,4,31704769
23299,Medtr4g081665,4,31715065
23300,Medtr4g081750,4,31720935
23301,Medtr4g081675,4,31730599
23302,Medtr4g081730,4,31738243
23303,Medtr4g081685,4,31743497
23304,Medtr4g081710,4,31747795
23305,Medtr4g082060,4,31770129
23306,Medtr4g082050,4,31783648
23307,Medtr4g082040,4,31789875
23308,Medtr4g081990,4,31816470
23309,Medtr4g081980,4,31818961
23310,Medtr4g081960,4,31827895
23311,Medtr4g081950,4,31830763
23312,Medtr4g081940,4,31835322
23313,Medtr4g081725,4,31850259
23314,Medtr4g081900,4,31855222
23315,Medtr4g081890,4,31865112
23316,Medtr4g081880,4,31869526
23317,Medtr4g081870,4,31871462
23318,Medtr4g081850,4,31881653
23319,Medtr4g082140,4,31885978
23320,Medtr4g082150,4,31893593
23321,Medtr4g082160,4,31905924
23322,Medtr4g082170,4,31918712
23323,Medtr4g082200,4,31928899
23324,Medtr4g082210,4,31931439
23325,Medtr4g082230,4,31939369
23326,Medtr4g082235,4,31948419
23327,Medtr4g082255,4,31957215
23328,Medtr4g082265,4,31958082
23329,Medtr4g082275,4,31973505
23330,Medtr4g082280,4,31981432
23331,Medtr4g082290,4,31999665
23332,Medtr4g082295,4,32016705
23333,Medtr4g082300,4,32023831
23334,Medtr4g082305,4,32029066
23335,Medtr4g082310,4,32032381
23336,Medtr4g082315,4,32041080
23337,Medtr4g082325,4,32049057
23338,Medtr4g082330,4,32059376
23339,Medtr4g082335,4,32062774
23340,Medtr4g082340,4,32065533
23341,Medtr4g082345,4,32072436
23342,Medtr4g082350,4,32075769
23343,Medtr4g082355,4,32079611
23344,Medtr4g082360,4,32084257
23345,Medtr4g082365,4,32086719
23346,Medtr4g082550,4,32092252
23347,Medtr4g082560,4,32093971
23348,Medtr4g082565,4,32099473
23349,Medtr4g082580,4,32108553
23350,Medtr4g082590,4,32119330
23351,Medtr4g082620,4,32138698
23352,Medtr4g082510,4,32142520
23353,Medtr4g082490,4,32157061
23354,Medtr4g082470,4,32162319
23355,Medtr4g082630,4,32165480
23356,Medtr4g082640,4,32166307
23357,Medtr4g082810,4,32176040
23358,Medtr4g082813,4,32178178
23359,Medtr4g082817,4,32182910
23360,Medtr4g082820,4,32183451
23361,Medtr4g082830,4,32190389
23362,Medtr4g082840,4,32197479
23363,Medtr4g082850,4,32199726
23364,Medtr4g082860,4,32209975
23365,Medtr4g082883,4,32224195
23366,Medtr4g082900,4,32229285
23367,Medtr4g082910,4,32230281
23368,Medtr4g082920,4,32235471
23369,Medtr4g082930,4,32240714
23370,Medtr4g082940,4,32246127
23371,Medtr4g082950,4,32250097
23372,Medtr4g082970,4,32258560
23373,Medtr4g082980,4,32265780
23374,Medtr4g082990,4,32270714
23375,Medtr4g083000,4,32275554
23376,Medtr4g083010,4,32287930
23377,Medtr4g083020,4,32290506
23378,Medtr4g083030,4,32296654
23379,Medtr4g083040,4,32305379
23380,Medtr4g083060,4,32312133
23381,Medtr4g083070,4,32325495
23382,Medtr4g083080,4,32329546
23383,Medtr4g083100,4,32338860
23384,Medtr4g083110,4,32342776
23385,Medtr4g083130,4,32349659
23386,Medtr4g083140,4,32354119
23387,Medtr4g083150,4,32355989
23388,Medtr4g083170,4,32367331
23389,Medtr4g083180,4,32369694
23390,Medtr4g083190,4,32380720
23391,Medtr4g083210,4,32387079
23392,Medtr4g083230,4,32392678
23393,Medtr4g083250,4,32399916
23394,Medtr4g083300,4,32410694
23395,Medtr4g083315,4,32416874
23396,Medtr4g083330,4,32418813
23397,Medtr4g083340,4,32425091
23398,Medtr4g083350,4,32428920
23399,Medtr4g083360,4,32431871
23400,Medtr4g083370,4,32442640
23401,Medtr4g083383,4,32453015
23402,Medtr4g083380,4,32450824
23403,Medtr4g083390,4,32457094
23404,Medtr4g083410,4,32462886
23405,Medtr4g083420,4,32466642
23406,Medtr4g083440,4,32470418
23407,Medtr4g083450,4,32472863
23408,Medtr4g083460,4,32473994
23409,Medtr4g083710,4,32493314
23410,Medtr4g083690,4,32500938
23411,Medtr4g083680,4,32509828
23412,Medtr4g083660,4,32522029
23413,Medtr4g083630,4,32533157
23414,Medtr4g083620,4,32538813
23415,Medtr4g083610,4,32548852
23416,Medtr4g083600,4,32556245
23417,Medtr4g083590,4,32559458
23418,Medtr4g083580,4,32566106
23419,Medtr4g083570,4,32570973
23420,Medtr4g083550,4,32578612
23421,Medtr4g083540,4,32582182
23422,Medtr4g083520,4,32594649
23423,Medtr4g083510,4,32602716
23424,Medtr4g083500,4,32605251
23425,Medtr4g083490,4,32610150
23426,Medtr4g083780,4,32622903
23427,Medtr4g083770,4,32643415
23428,Medtr4g083910,4,32647046
23429,Medtr4g083930,4,32655159
23430,Medtr4g083940,4,32655916
23431,Medtr4g083960,4,32663849
23432,Medtr4g083970,4,32672560
23433,Medtr4g083980,4,32674376
23434,Medtr4g083990,4,32684983
23435,Medtr4g083995,4,32695475
23436,Medtr4g084000,4,32698253
23437,Medtr4g084020,4,32704601
23438,Medtr4g084025,4,32709340
23439,Medtr4g084040,4,32721844
23440,Medtr4g084050,4,32729268
23441,Medtr4g084060,4,32732684
23442,Medtr4g084070,4,32738210
23443,Medtr4g084080,4,32744767
23444,Medtr4g084100,4,32753434
23445,Medtr4g084110,4,32758044
23446,Medtr4g084120,4,32762405
23447,Medtr4g084130,4,32768836
23448,Medtr4g084140,4,32779971
23449,Medtr4g084150,4,32797325
23450,Medtr4g084160,4,32803564
23451,Medtr4g084180,4,32809890
23452,Medtr4g084190,4,32811793
23453,Medtr4g084200,4,32815348
23454,Medtr4g084230,4,32828859
23455,Medtr4g084225,4,32828621
23456,Medtr4g084250,4,32830275
23457,Medtr4g084440,4,32833794
23458,Medtr4g084470,4,32844262
23459,Medtr4g084320,4,32846581
23460,Medtr4g084480,4,32855170
23461,Medtr4g084280,4,32872894
23462,Medtr4g084270,4,32874935
23463,Medtr4g084500,4,32882945
23464,Medtr4g084520,4,32892006
23465,Medtr4g084530,4,32896632
23466,Medtr4g084550,4,32905916
23467,Medtr4g084560,4,32917137
23468,Medtr4g084570,4,32923572
23469,Medtr4g084620,4,32954011
23470,Medtr4g084630,4,32960937
23471,Medtr4g084640,4,32965389
23472,Medtr4g084650,4,32970884
23473,Medtr4g084660,4,32980368
23474,Medtr4g084670,4,32998826
23475,Medtr4g084680,4,33005878
23476,Medtr4g084690,4,33009897
23477,Medtr4g084700,4,33010895
23478,Medtr4g084710,4,33015681
23479,Medtr4g084730,4,33019475
23480,Medtr4g084740,4,33021891
23481,Medtr4g084750,4,33029880
23482,Medtr4g084760,4,33037552
23483,Medtr4g084780,4,33044875
23484,Medtr4g084790,4,33048235
23485,Medtr4g084800,4,33052678
23486,Medtr4g084840,4,33079984
23487,Medtr4g084870,4,33101602
23488,Medtr4g084880,4,33127385
23489,Medtr4g084910,4,33145686
23490,Medtr4g084920,4,33150949
23491,Medtr4g084930,4,33152941
23492,Medtr4g084940,4,33157322
23493,Medtr4g084950,4,33168622
23494,Medtr4g084970,4,33178576
23495,Medtr4g084980,4,33186509
23496,Medtr4g084990,4,33189286
23497,Medtr4g085000,4,33195873
23498,Medtr4g085040,4,33226801
23499,Medtr4g085050,4,33232123
23500,Medtr4g085060,4,33245511
23501,Medtr4g085070,4,33250524
23502,Medtr4g085090,4,33270620
23503,Medtr4g085100,4,33284205
23504,Medtr4g085110,4,33291364
23505,Medtr4g085500,4,33313774
23506,Medtr4g485520,4,33321803
23507,Medtr4g485530,4,33337240
23508,Medtr4g085480,4,33344910
23509,Medtr4g485540,4,33350656
23510,Medtr4g485550,4,33356434
23511,Medtr4g485560,4,33367417
23512,Medtr4g485570,4,33371282
23513,Medtr4g485590,4,33382016
23514,Medtr4g485610,4,33387508
23515,Medtr4g485620,4,33390499
23516,Medtr4g485630,4,33395962
23517,Medtr4g485640,4,33401462
23518,Medtr4g085540,4,33416965
23519,Medtr4g085550,4,33425198
23520,Medtr4g085560,4,33438283
23521,Medtr4g085570,4,33440987
23522,Medtr4g085580,4,33448131
23523,Medtr4g085590,4,33452934
23524,Medtr4g085600,4,33464409
23525,Medtr4g085625,4,33473867
23526,Medtr4g085630,4,33474621
23527,Medtr4g085660,4,33484549
23528,Medtr4g085700,4,33497061
23529,Medtr4g085720,4,33512769
23530,Medtr4g085730,4,33525125
23531,Medtr4g085740,4,33527346
23532,Medtr4g085750,4,33531716
23533,Medtr4g085760,4,33538359
23534,Medtr4g085790,4,33549895
23535,Medtr4g085800,4,33554597
23536,Medtr4g085810,4,33559738
23537,Medtr4g085820,4,33565511
23538,Medtr4g085860,4,33579606
23539,Medtr4g085880,4,33584719
23540,Medtr4g085890,4,33589394
23541,Medtr4g085900,4,33593468
23542,Medtr4g085910,4,33597542
23543,Medtr4g085930,4,33607956
23544,Medtr4g085940,4,33610967
23545,Medtr4g085970,4,33620357
23546,Medtr4g085990,4,33627066
23547,Medtr4g086000,4,33633467
23548,Medtr4g086010,4,33636264
23549,Medtr4g086020,4,33643564
23550,Medtr4g086040,4,33657251
23551,Medtr4g086090,4,33684154
23552,Medtr4g086110,4,33688736
23553,Medtr4g086120,4,33696307
23554,Medtr4g086130,4,33698058
23555,Medtr4g086150,4,33709058
23556,Medtr4g086160,4,33718625
23557,Medtr4g086165,4,33720693
23558,Medtr4g086170,4,33722972
23559,Medtr4g086180,4,33730059
23560,Medtr4g086190,4,33735270
23561,Medtr4g086220,4,33750080
23562,Medtr4g086230,4,33754095
23563,Medtr4g086240,4,33760228
23564,Medtr4g086250,4,33765966
23565,Medtr4g086255,4,33771431
23566,Medtr4g086260,4,33775430
23567,Medtr4g086270,4,33778471
23568,Medtr4g086290,4,33783168
23569,Medtr4g086320,4,33809756
23570,Medtr4g086330,4,33813054
23571,Medtr4g086340,4,33824413
23572,Medtr4g086370,4,33827078
23573,Medtr4g086400,4,33851197
23574,Medtr4g086410,4,33861404
23575,Medtr4g086420,4,33871742
23576,Medtr4g086430,4,33876878
23577,Medtr4g086440,4,33879438
23578,Medtr4g086450,4,33886521
23579,Medtr4g086470,4,33896068
23580,Medtr4g086480,4,33901546
23581,Medtr4g086490,4,33903624
23582,Medtr4g086500,4,33910665
23583,Medtr4g086510,4,33917615
23584,Medtr4g086540,4,33922347
23585,Medtr4g086560,4,33925477
23586,Medtr4g086580,4,33929099
23587,Medtr4g086590,4,33935154
23588,Medtr4g086600,4,33938062
23589,Medtr4g086620,4,33947782
23590,Medtr4g086640,4,33953836
23591,Medtr4g086660,4,33966651
23592,Medtr4g086670,4,33981144
23593,Medtr4g086690,4,33988983
23594,Medtr4g086700,4,33991711
23595,Medtr4g086710,4,33994961
23596,Medtr4g086730,4,33999721
23597,Medtr4g086740,4,34003089
23598,Medtr4g086750,4,34007418
23599,Medtr4g086760,4,34009945
23600,Medtr4g086780,4,34023142
23601,Medtr4g086860,4,34037050
23602,Medtr4g086830,4,34045739
23603,Medtr4g086835,4,34052328
23604,Medtr4g086855,4,34076831
23605,Medtr4g087040,4,34080260
23606,Medtr4g087080,4,34109499
23607,Medtr4g087090,4,34119188
23608,Medtr4g087100,4,34125168
23609,Medtr4g087110,4,34130426
23610,Medtr4g087120,4,34136124
23611,Medtr4g087130,4,34139215
23612,Medtr4g087140,4,34141813
23613,Medtr4g087150,4,34144072
23614,Medtr4g087160,4,34147846
23615,Medtr4g087210,4,34163977
23616,Medtr4g087240,4,34198862
23617,Medtr4g087250,4,34203894
23618,Medtr4g087270,4,34218303
23619,Medtr4g087280,4,34228705
23620,Medtr4g087300,4,34241789
23621,Medtr4g087310,4,34247819
23622,Medtr4g087320,4,34252675
23623,Medtr4g087350,4,34274810
23624,Medtr4g087360,4,34281340
23625,Medtr4g087370,4,34287514
23626,Medtr4g087380,4,34289099
23627,Medtr4g087400,4,34302222
23628,Medtr4g087410,4,34306387
23629,Medtr4g087420,4,34309964
23630,Medtr4g087440,4,34328476
23631,Medtr4g087460,4,34341783
23632,Medtr4g087480,4,34349427
23633,Medtr4g087490,4,34350053
23634,Medtr4g087500,4,34355278
23635,Medtr4g087510,4,34356050
23636,Medtr4g087520,4,34363945
23637,Medtr4g087530,4,34374730
23638,Medtr4g087540,4,34387301
23639,Medtr4g087560,4,34391080
23640,Medtr4g087590,4,34397820
23641,Medtr4g087600,4,34403899
23642,Medtr4g087620,4,34415144
23643,Medtr4g087630,4,34425753
23644,Medtr4g087635,4,34426970
23645,Medtr4g087670,4,34443749
23646,Medtr4g087680,4,34444534
23647,Medtr4g087690,4,34453363
23648,Medtr4g087890,4,34465056
23649,Medtr4g087703,4,34470552
23650,Medtr4g087900,4,34471647
23651,Medtr4g087920,4,34477373
23652,Medtr4g087940,4,34482800
23653,Medtr4g087960,4,34493801
23654,Medtr4g088010,4,34498575
23655,Medtr4g088030,4,34505532
23656,Medtr4g087740,4,34521438
23657,Medtr4g087730,4,34515354
23658,Medtr4g087750,4,34524789
23659,Medtr4g087780,4,34531408
23660,Medtr4g087810,4,34547417
23661,Medtr4g087830,4,34555984
23662,Medtr4g087850,4,34563224
23663,Medtr4g087875,4,34574407
23664,Medtr4g087885,4,34584583
23665,Medtr4g087895,4,34588779
23666,Medtr4g087905,4,34591722
23667,Medtr4g087925,4,34604354
23668,Medtr4g087935,4,34608031
23669,Medtr4g087955,4,34618562
23670,Medtr4g087965,4,34626672
23671,Medtr4g087975,4,34629444
23672,Medtr4g087985,4,34638918
23673,Medtr4g088005,4,34648816
23674,Medtr4g088015,4,34653348
23675,Medtr4g088025,4,34661454
23676,Medtr4g088035,4,34669124
23677,Medtr4g088055,4,34676171
23678,Medtr4g088060,4,34678857
23679,Medtr4g088065,4,34681368
23680,Medtr4g088070,4,34685878
23681,Medtr4g088080,4,34693672
23682,Medtr4g088090,4,34699316
23683,Medtr4g088095,4,34706859
23684,Medtr4g088110,4,34713074
23685,Medtr4g088115,4,34718552
23686,Medtr4g088125,4,34725986
23687,Medtr4g088135,4,34743214
23688,Medtr4g088140,4,34745525
23689,Medtr4g088145,4,34746360
23690,Medtr4g088150,4,34748355
23691,Medtr4g088155,4,34749349
23692,Medtr4g088160,4,34754100
23693,Medtr4g088170,4,34761467
23694,Medtr4g088180,4,34768666
23695,Medtr4g088190,4,34775358
23696,Medtr4g088195,4,34779643
23697,Medtr4g088200,4,34783847
23698,Medtr4g088205,4,34787626
